id,item_id,response,timeTaken,session_id,score,trait
6469,60,different,6.740120888,i341,0,gv
6470,61,c,4.464824915,i345,1,gf60
6471,61,same,6.039206028,i341,0,gv
6472,60,f,3.304521084,i345,0,gf60
6473,34,a,28.13177705,i349,0,gwm
6474,79,f,4.630213022,i345,0,gf60
6475,54,same,5.636018038,i341,1,gv
6476,72,different,4.77195406,i354,1,gv
6477,65,d,3.894484997,i345,0,gf60
6478,105,c,22.09769797,i338,0,gc
6479,26,e,23.09951401,i348,1,gf60
6480,39,a,8.050340891,i345,0,gf60
6481,58,same,13.81246495,i341,1,gv
6482,44,d,4.158791065,i345,0,gf60
6483,102,a,12.42798495,i338,0,gc
6484,80,e,4.748564005,i345,0,gf60
6485,62,different,8.576865911,i341,0,gv
6486,27,c,15.86603594,i348,1,gf60
6487,72,b,4.695035934,i355,1,gc
6488,66,e,7.253546953,i345,0,gf60
6489,35,c,28.81570792,i349,1,gwm
6490,56,different,8.037671089,i341,1,gv
6491,56,e,3.324542046,i345,0,gf60
6492,43,b,5.15088892,i345,0,gf60
6493,34,c,3.659157038,i345,0,gf60
6494,82,b,22.1686821,i338,1,gc
6495,71,a,3.525262117,i345,0,gf60
6496,72,different,3.953542948,i356,1,gv
6497,93,d,10.39180589,i338,1,gc
6498,28,e,31.12723303,i348,1,gf60
6499,69,same,25.38580203,i341,1,gv
6500,53,same,7.587662935,i341,1,gv
6501,70,a,12.91948199,i338,0,gc
6502,36,d,40,i349,0,gwm
6503,67,same,7.501769066,i341,0,gv
6504,72,same,4.645853996,i341,0,gv
6505,55,different,3.053328037,i341,1,gv
6506,57,different,2.888394117,i341,1,gv
6507,66,same,4.400666952,i341,1,gv
6508,72,different,12.00567102,i359,1,gv
6509,69,d,20.17775512,i338,0,gc
6510,75,,30,i348,0,gf30
6511,71,same,6.848690987,i341,1,gv
6512,59,different,7.781706095,i341,1,gv
6513,49,e,15.8534441,i348,0,gf30
6514,65,same,5.872735023,i341,1,gv
6515,37,f,33.62429905,i349,0,gwm
6516,63,same,7.252491951,i341,1,gv
6517,85,c,24.65521598,i338,1,gc
6518,68,different,8.858434916,i341,1,gv
6519,72,different,3.469340086,i361,1,gv
6520,103,b,13.2879231,i338,0,gc
6521,70,same,8.441725969,i341,1,gv
6522,37,b,28.45942092,i348,0,gf30
6523,38,a,30.088691,i349,0,gwm
6524,100,d,15.06581497,i338,0,gc
6525,94,a,14.33140802,i338,1,gc
6526,73,,30,i348,0,gf30
6527,39,b,34.32217693,i349,0,gwm
6528,78,d,25.33196211,i338,0,gc
6529,72,different,4.364181995,i362,1,gv
6530,57,,30,i348,0,gf30
6531,73,d,17.37888098,i338,1,gc
6532,40,a,32.82723689,i349,0,gwm
6533,47,b,9.055419922,i348,1,gf30
6534,99,b,8.0715909,i338,1,gc
6535,81,d,24.70226312,i338,0,gc
6536,41,a,30.05736804,i349,0,gwm
6537,54,,30,i348,0,gf30
6538,42,f,4.095956087,i349,0,gwm
6539,106,a,18.23031092,i338,1,gc
6540,78,e,22.92046809,i348,1,gf30
6541,90,b,13.26480198,i338,0,gc
6542,43,b,29.91433811,i349,0,gwm
6543,98,a,10.50205994,i338,1,gc
6544,44,f,5.815612078,i349,1,gwm
6545,42,d,20.43273306,i348,1,gf30
6546,79,c,13.75643611,i338,0,gc
6547,87,c,12.92833304,i338,1,gc
6548,69,d,26.19923902,i348,0,gf30
6549,91,b,19.97581911,i338,0,gc
6550,104,d,15.07420397,i338,0,gc
6551,77,,30,i348,0,gf30
6552,74,d,19.84653711,i338,0,gc
6553,96,c,10.19001698,i338,0,gc
6554,84,,2,i338,0,gc
6555,41,,30,i348,0,gf30
6556,45,e,12.95580506,i348,1,gf30
6557,63,d,13.0936799,i348,0,gf30
6558,74,b,19.14485312,i348,0,gf30
6559,53,a,10.66611505,i348,0,gf30
6560,40,d,24.04615593,i348,0,gf30
6561,58,,30,i348,0,gf30
6562,67,d,26.91565299,i348,0,gf30
6563,72,,8,i348,0,gf30
6564,66,b,30,i348,0,gf60
6565,11,b,32.24582195,i366,1,gwm
6566,1,8.678400993,25.26988506,i367,1,gv
6567,2,6.750801086,16.79055595,i367,1,gv
6568,3,6.343004942,20.91691995,i367,1,gv
6569,11,b,17.11665297,i365,0,gf30
6570,12,,40,i366,0,gwm
6571,12,b,12.1274569,i365,0,gf30
6572,13,c,15.55056,i365,1,gf30
6573,13,d,25.87045097,i366,1,gwm
6574,4,5.182816982,30.97934604,i367,1,gv
6575,21,11.74255395,13.85490799,i367,0,gv
6576,22,same,7.319994926,i367,1,gv
6577,14,b,22.87108397,i365,0,gf30
6578,23,different,9.460125923,i367,1,gv
6579,15,c,15.35916996,i365,0,gf30
6580,14,c,40,i366,0,gwm
6581,24,different,12.123523,i367,1,gv
6582,25,same,7.555535078,i367,1,gv
6583,29,c,18.25905704,i365,0,gf60
6584,26,same,7.491205931,i367,1,gv
6585,27,same,7.442831993,i367,0,gv
6586,15,f,28.31475711,i366,1,gwm
6587,28,different,7.396728039,i367,1,gv
6588,30,b,22.92980194,i365,1,gf60
6589,29,different,14.35344791,i367,0,gv
6590,30,same,8.282649994,i367,1,gv
6591,16,d,25.87413192,i366,0,gwm
6592,31,same,10.24840999,i367,0,gv
6593,31,a,28.92464399,i365,0,gf60
6594,32,same,11.54796696,i367,1,gv
6595,17,a,20.88933897,i366,1,gwm
6596,32,c,16.40248299,i365,0,gf60
6597,33,same,9.929204941,i367,1,gv
6598,34,same,9.984880924,i367,1,gv
6599,35,different,11.75317788,i367,1,gv
6600,33,c,24.23424506,i365,0,gf60
6601,36,same,7.615029097,i367,0,gv
6602,37,same,5.449263096,i367,1,gv
6603,1,b,9.632797003,i365,1,gf30
6604,18,,40,i366,0,gwm
6605,2,b,9.357352972,i365,1,gf30
6606,38,different,10.38692307,i367,1,gv
6607,3,d,8.359811068,i365,1,gf30
6608,4,a,6.775902033,i365,1,gf30
6609,39,different,16.61167789,i367,0,gv
6610,19,a,29.736696,i366,0,gwm
6611,5,d,12.52832603,i365,1,gf30
6612,6,c,14.02172995,i365,1,gf30
6613,40,same,23.02172995,i367,0,gv
6614,20,b,29.01772189,i366,0,gwm
6615,7,a,10.29744792,i365,1,gf30
6616,41,same,16.5588479,i367,1,gv
6617,8,b,11.18538809,i365,1,gf30
6618,42,different,13.67015505,i367,1,gv
6619,9,c,18.6829679,i365,1,gf30
6620,43,different,14.17171407,i367,0,gv
6621,21,a,34.57296491,i366,0,gwm
6622,10,c,12.60964704,i365,1,gf30
6623,44,different,9.725073099,i367,0,gv
6624,16,5.929475069,12.47578692,i365,1,gf30
6625,45,different,17.47455311,i367,1,gv
6626,22,a,25.66696501,i366,0,gwm
6627,46,same,5.539036036,i367,0,gv
6628,47,same,13.479882,i367,0,gv
6629,17,5.00120306,28.29509807,i365,0,gf30
6630,48,different,11.29477811,i367,0,gv
6631,23,a,32.65677404,i366,0,gwm
6632,49,different,6.188920975,i367,0,gv
6633,50,different,11.71098495,i367,1,gv
6634,18,d,25.89490104,i365,1,gf60
6635,24,b,26.96490192,i366,0,gwm
6636,51,same,14.20940804,i367,0,gv
6637,19,c,27.901402,i365,0,gf60
6638,52,different,15.84216595,i367,0,gv
6639,25,a,29.00011396,i366,0,gwm
6640,20,c,29.91343403,i365,0,gf60
6641,5,same,6.292792082,i367,0,gv
6642,6,same,5.410751104,i367,1,gv
6643,26,a,27.76909709,i366,0,gwm
6644,7,different,6.307717085,i367,1,gv
6645,8,same,4.750260115,i367,1,gv
6646,21,c,21.13441896,i365,1,gf60
6647,9,different,10.61405396,i367,1,gv
6648,27,a,27.23393106,i366,0,gwm
6649,22,e,17.91126895,i365,0,gf60
6650,10,different,14.1723659,i367,0,gv
6651,11,same,4.532187939,i367,1,gv
6652,12,same,6.374850988,i367,0,gv
6653,13,same,5.119551897,i367,1,gv
6654,28,b,24.918468,i366,0,gwm
6655,23,b,24.83960104,i365,1,gf60
6656,14,different,7.542762995,i367,1,gv
6657,15,same,13.448107,i367,0,gv
6658,29,a,22.03143597,i366,0,gwm
6659,24,e,34.06330204,i365,0,gf60
6660,16,same,24.57798004,i367,1,gv
6661,30,a,23.97056508,i366,0,gwm
6662,17,different,8.312855959,i367,1,gv
6663,18,same,8.402345896,i367,1,gv
6664,25,b,22.10071206,i365,0,gf60
6665,26,b,9.070550919,i365,0,gf60
6666,31,b,27.36647892,i366,0,gwm
6667,19,same,21.75781488,i367,0,gv
6668,20,different,9.634227991,i367,1,gv
6669,27,b,30.85844588,i365,0,gf60
6670,32,a,26.175632,i366,1,gwm
6671,64,different,15.95218801,i367,1,gv
6672,33,,14.98767495,i366,0,gwm
6673,72,same,7.405328035,i367,0,gv
6674,28,e,24.15579796,i365,1,gf60
6675,70,same,5.97646594,i367,1,gv
6676,68,different,12.5211761,i367,1,gv
6677,34,a,28.21257496,i366,0,gwm
6678,53,f,26.1361959,i365,1,gf30
6679,54,same,11.12923408,i367,1,gv
6680,57,same,9.601108074,i367,0,gv
6681,35,b,28.39857888,i366,0,gwm
6682,53,same,13.22971606,i367,1,gv
6683,45,,30,i365,0,gf30
6684,64,b,6.627662897,i365,1,gf30
6685,63,different,16.85028696,i367,0,gv
6686,47,b,4.541631937,i365,1,gf30
6687,75,b,4.049124956,i365,0,gf30
6688,59,a,3.072896957,i365,0,gf30
6689,71,same,9.869560003,i367,1,gv
6690,68,f,4.893167973,i365,0,gf30
6691,36,b,30.38630104,i366,0,gwm
6692,40,d,3.72025609,i365,0,gf30
6693,59,different,8.218601942,i367,1,gv
6694,77,e,3.093496084,i365,0,gf30
6695,54,e,2.674832106,i365,0,gf30
6696,67,different,6.684261084,i367,1,gv
6697,62,b,2.955939054,i365,0,gf30
6698,69,e,3.523004055,i365,0,gf30
6699,65,same,5.94335103,i367,1,gv
6700,46,d,4.104517937,i365,1,gf30
6701,72,f,4.036434889,i365,0,gf30
6702,58,a,2.939403057,i365,0,gf30
6703,55,same,15.34556293,i367,0,gv
6704,76,e,3.255284071,i365,0,gf30
6705,37,b,31.44231391,i366,0,gwm
6706,48,a,2.690028906,i365,0,gf30
6707,69,same,5.925729036,i367,1,gv
6708,63,e,3.390400887,i365,1,gf30
6709,73,c,3.890263081,i365,0,gf30
6710,58,same,5.916975975,i367,1,gv
6711,37,a,4.484973907,i365,0,gf30
6712,56,same,5.839857101,i367,0,gv
6713,49,d,3.167705059,i365,0,gf30
6714,74,a,5.132394075,i365,0,gf30
6715,38,a,28.37426305,i366,0,gwm
6716,67,c,8.241709948,i365,0,gf30
6717,42,d,5.493884087,i365,1,gf30
6718,60,different,27.81482792,i367,0,gv
6719,52,d,10.44567394,i365,0,gf30
6720,78,c,4.076153994,i365,0,gf30
6721,57,c,2.552611113,i365,0,gf30
6722,41,d,2.769114017,i365,0,gf30
6723,39,a,29.71427798,i366,1,gwm
6724,55,b,2.713748932,i365,0,gf60
6725,62,different,18.52094793,i367,0,gv
6726,38,a,4.244343042,i365,1,gf60
6727,66,d,2.128129005,i365,0,gf60
6728,51,e,2.434963942,i365,0,gf60
6729,70,e,2.281418085,i365,0,gf60
6730,61,d,2.056668043,i365,0,gf60
6731,66,different,12.22572589,i367,0,gv
6732,80,a,2.428736925,i365,0,gf60
6733,39,c,3.553584099,i365,0,gf60
6734,50,c,3.071685076,i365,0,gf60
6735,61,different,7.450639009,i367,1,gv
6736,79,e,6.29064393,i365,0,gf60
6737,34,b,2.829673052,i365,1,gf60
6738,65,c,2.767450094,i365,1,gf60
6739,40,a,33.08223391,i366,0,gwm
6740,44,d,3.338391066,i365,0,gf60
6741,56,a,3.325186968,i365,1,gf60
6742,43,d,2.438112974,i365,0,gf60
6743,71,d,4.271985054,i365,0,gf60
6744,60,a,2.161494017,i365,1,gf60
6745,41,a,31.594486,i366,0,gwm
6746,11,b,9.124038935,i370,0,gf30
6747,11,a,29.11005592,i369,0,gwm
6748,12,d,20.19128704,i370,0,gf30
6749,13,d,8.275573015,i370,0,gf30
6750,12,d,23.48432493,i369,1,gwm
6751,14,b,20.65640903,i370,0,gf30
6752,15,a,8.256174088,i370,0,gf30
6753,13,d,27.62559509,i369,1,gwm
6754,29,b,9.554637909,i370,0,gf60
6755,36,c,30,i368,0,gc
6756,30,c,12.35785508,i370,0,gf60
6757,14,e,30.8466289,i369,0,gwm
6758,37,c,10.51222897,i368,0,gc
6759,38,a,8.181802034,i368,0,gc
6760,31,a,21.04855108,i370,0,gf60
6761,39,b,9.676594973,i368,0,gc
6762,15,f,19.00818992,i369,1,gwm
6763,32,e,15.40945911,i370,0,gf60
6764,40,c,9.580182076,i368,1,gc
6765,41,b,10.18312311,i368,1,gc
6766,33,e,11.9205761,i370,0,gf60
6767,1,b,5.214319944,i370,1,gf30
6768,16,d,25.39676404,i369,0,gwm
6769,2,b,7.394366026,i370,1,gf30
6770,42,b,14.45359111,i368,0,gc
6771,3,d,3.900913,i370,1,gf30
6772,4,a,5.143654108,i370,1,gf30
6773,43,a,8.428451061,i368,0,gc
6774,5,d,4.242544889,i370,1,gf30
6775,44,c,8.237201929,i368,0,gc
6776,6,c,9.955456018,i370,1,gf30
6777,45,c,7.268917084,i368,0,gc
6778,7,a,7.949470043,i370,1,gf30
6779,17,f,36.34923911,i369,0,gwm
6780,46,d,7.781241894,i368,0,gc
6781,8,a,6.901211977,i370,0,gf30
6782,48,d,7.55626297,i368,0,gc
6783,9,c,8.065443993,i370,1,gf30
6784,49,d,7.595841885,i368,0,gc
6785,18,b,21.97309804,i369,0,gwm
6786,50,b,7.308566093,i368,0,gc
6787,10,c,12.02190399,i370,1,gf30
6788,51,d,7.920197964,i368,0,gc
6789,16,5.558873892,7.259252071,i370,1,gf30
6790,53,d,6.198756933,i368,0,gc
6791,54,c,3.377418995,i368,1,gc
6792,55,c,2.757982016,i368,0,gc
6793,56,b,3.157701969,i368,1,gc
6794,17,15.16861701,13.07465911,i370,1,gf30
6795,57,a,2.766124964,i368,1,gc
6796,58,b,5.388720036,i368,0,gc
6797,59,c,3.340584993,i368,1,gc
6798,19,d,34.85510898,i369,0,gwm
6799,60,b,3.790941954,i368,0,gc
6800,62,b,3.449080944,i368,0,gc
6801,63,d,3.691093922,i368,0,gc
6802,64,a,3.176562071,i368,0,gc
6803,65,d,2.762085915,i368,0,gc
6804,66,b,4.010653973,i368,0,gc
6805,18,d,27.66944003,i370,1,gf60
6806,20,a,18.27975297,i369,0,gwm
6807,4,d,3.390435934,i368,0,gc
6808,5,b,4.647253036,i368,0,gc
6809,6,d,4.576236963,i368,1,gc
6810,7,c,4.20107007,i368,1,gc
6811,8,c,2.891572952,i368,0,gc
6812,19,d,18.00867105,i370,0,gf60
6813,9,a,4.633647919,i368,1,gc
6814,10,d,3.735934019,i368,0,gc
6815,21,c,23.23434305,i369,1,gwm
6816,11,b,3.510162115,i368,0,gc
6817,12,a,2.540252924,i368,1,gc
6818,20,a,11.83230805,i370,0,gf60
6819,13,b,3.677241087,i368,0,gc
6820,14,b,3.554979086,i368,0,gc
6821,21,e,9.540456057,i370,0,gf60
6822,15,a,5.500201941,i368,0,gc
6823,22,a,20.20793891,i369,0,gwm
6824,16,d,5.493417025,i368,1,gc
6825,17,d,3.111978054,i368,0,gc
6826,22,a,10.63013101,i370,0,gf60
6827,18,b,2.470268011,i368,0,gc
6828,19,c,2.782227993,i368,0,gc
6829,21,a,3.906770945,i368,0,gc
6830,22,d,3.290901899,i368,0,gc
6831,23,a,12.8338201,i370,0,gf60
6832,23,a,4.179972887,i368,0,gc
6833,24,a,2.857830048,i368,1,gc
6834,25,a,2.986713886,i368,1,gc
6835,26,b,5.113012075,i368,0,gc
6836,23,a,26.71363592,i369,0,gwm
6837,27,a,3.291726112,i368,0,gc
6838,24,c,15.05850506,i370,1,gf60
6839,28,c,2.690145969,i368,0,gc
6840,29,b,4.485341072,i368,0,gc
6841,30,b,3.3484869,i368,1,gc
6842,31,b,3.551278114,i368,1,gc
6843,32,d,3.52741909,i368,1,gc
6844,33,a,2.908397913,i368,0,gc
6845,34,a,3.113212109,i368,0,gc
6846,25,b,19.96652508,i370,0,gf60
6847,74,b,3.8348279,i368,0,gc
6848,24,a,28.60937905,i369,1,gwm
6849,103,b,4.640799046,i368,0,gc
6850,82,c,4.376621962,i368,0,gc
6851,26,d,11.7906661,i370,0,gf60
6852,94,c,3.556286097,i368,0,gc
6853,93,a,3.992074013,i368,0,gc
6854,80,a,3.112890005,i368,1,gc
6855,75,c,4.628014088,i368,0,gc
6856,91,d,3.672446012,i368,0,gc
6857,27,a,17.48707104,i370,0,gf60
6858,107,a,4.089231014,i368,1,gc
6859,97,c,4.069092035,i368,1,gc
6860,98,c,3.298115015,i368,0,gc
6861,92,b,4.147972107,i368,0,gc
6862,25,a,39.63716888,i369,0,gwm
6863,99,c,2.763598919,i368,0,gc
6864,100,b,4.810065031,i368,1,gc
6865,28,f,21.29545903,i370,0,gf60
6866,83,d,3.84333992,i368,0,gc
6867,89,c,4.434607983,i368,0,gc
6868,79,c,3.470287085,i368,0,gc
6869,67,c,3.220746994,i368,0,gc
6870,42,a,15.00674105,i370,0,gf30
6871,104,a,3.479152918,i368,1,gc
6872,90,d,3.819843054,i368,0,gc
6873,73,a,3.813079119,i368,0,gc
6874,81,b,4.136933088,i368,0,gc
6875,26,a,32.83190608,i369,0,gwm
6876,72,d,3.306849957,i368,0,gc
6877,74,b,18.75890088,i370,0,gf30
6878,87,d,11.26361299,i368,0,gc
6879,57,a,7.112118959,i370,0,gf30
6880,71,d,3.746082067,i368,1,gc
6881,84,b,4.261807919,i368,0,gc
6882,76,b,8.845129967,i370,0,gf30
6883,86,c,2.878258944,i368,0,gc
6884,85,c,3.862225056,i368,1,gc
6885,27,a,28.85802507,i369,0,gwm
6886,88,c,5.336978912,i368,0,gc
6887,28,f,3.592206955,i369,0,gwm
6888,78,a,4.851584911,i368,0,gc
6889,37,a,14.86229205,i370,0,gf30
6890,106,c,3.524302006,i368,0,gc
6891,95,a,2.694760084,i368,0,gc
6892,77,a,2.964394093,i368,0,gc
6893,76,b,2.966634989,i368,0,gc
6894,102,b,5.90090704,i368,0,gc
6895,101,b,3.597635031,i368,0,gc
6896,105,b,3.894319057,i368,0,gc
6897,73,f,19.45895505,i370,0,gf30
6898,70,b,3.47283411,i368,0,gc
6899,69,a,4.254456997,i368,0,gc
6900,96,a,2.640924931,i368,1,gc
6901,52,d,12.6152699,i370,0,gf30
6902,29,f,40,i369,0,gwm
6903,53,c,10.14956689,i370,0,gf30
6904,48,e,6.748059988,i370,0,gf30
6905,75,e,22.74142694,i370,0,gf30
6906,30,f,36.68470311,i369,0,gwm
6907,58,f,9.748939037,i370,0,gf30
6908,54,e,6.852315903,i370,0,gf30
6909,59,c,7.490142107,i370,0,gf30
6910,31,f,20.80672693,i369,0,gwm
6911,64,b,11.04988503,i370,1,gf30
6912,62,b,15.56381106,i370,0,gf30
6913,32,f,32.915344,i369,0,gwm
6914,40,d,13.26340508,i370,0,gf30
6915,77,f,5.822022915,i370,0,gf30
6916,33,f,20.86475205,i369,0,gwm
6917,45,,30,i370,0,gf30
6918,34,f,27.53935599,i369,0,gwm
6919,67,e,13.18706608,i370,0,gf30
6920,68,a,8.142746925,i370,0,gf30
6921,69,c,12.17808294,i370,0,gf30
6922,35,e,36.90366697,i369,0,gwm
6923,47,b,16.67116308,i370,1,gf30
6924,72,b,11.86072803,i370,0,gf30
6925,49,a,8.648857117,i370,1,gf30
6926,36,e,33.55145407,i369,1,gwm
6927,37,c,27.79439306,i369,0,gwm
6928,41,b,22.54181504,i370,1,gf30
6929,78,e,10.53481698,i370,1,gf30
6930,46,d,11.84453297,i370,1,gf30
6931,38,c,37.91821408,i369,1,gwm
6932,63,d,10.65004396,i370,0,gf30
6933,60,c,12.94671893,i370,0,gf60
6934,39,c,12.14503407,i370,0,gf60
6935,39,d,27.92048407,i369,0,gwm
6936,34,b,4.241225004,i370,1,gf60
6937,55,f,16.85559893,i370,0,gf60
6938,80,b,7.961599112,i370,1,gf60
6939,40,b,27.61950803,i369,0,gwm
6940,51,e,15.5229249,i370,0,gf60
6941,65,c,7.921251059,i370,1,gf60
6942,50,b,5.353029013,i370,0,gf60
6943,41,d,31.77066803,i369,0,gwm
6944,44,a,12.08399296,i370,0,gf60
6945,43,c,20.28775191,i370,0,gf60
6946,42,c,34.48356199,i369,1,gwm
6947,56,c,11.78383088,i370,0,gf60
6948,38,b,5.459206104,i370,0,gf60
6949,71,a,8.108118057,i370,0,gf60
6950,61,f,4.921674013,i370,0,gf60
6951,70,d,6.524184942,i370,0,gf60
6952,79,b,4.343764067,i370,0,gf60
6953,66,b,5.71550107,i370,0,gf60
6954,11,a,10.37889409,i220,0,gf30
6955,12,d,13.0759449,i220,0,gf30
6956,11,a,6.91869092,i374,0,gf30
6957,12,,30,i375,0,gf30
6958,12,,30,i373,0,gf30
6959,13,,30,i380,0,gf30
6960,14,,30,i380,0,gf30
6961,15,b,9.333975077,i380,0,gf30
6962,29,c,8.380759001,i380,0,gf60
6963,30,,60,i380,0,gf60
6964,31,d,25.25358796,i380,1,gf60
6965,32,,60,i380,0,gf60
6966,33,,60,i380,0,gf60
6967,1,,30,i380,0,gf30
6968,2,,30,i380,0,gf30
6969,3,,30,i380,0,gf30
6970,4,a,8.375952959,i380,1,gf30
6971,5,d,4.916507006,i380,1,gf30
6972,6,d,9.955605984,i380,0,gf30
6973,7,a,5.369870901,i380,1,gf30
6974,8,b,4.376773119,i380,1,gf30
6975,9,c,7.728039026,i380,1,gf30
6976,10,c,8.96877408,i380,1,gf30
6977,16,,60,i380,0,gf60
6978,17,,60,i380,0,gf60
6979,53,,30,i380,0,gf30
6980,55,,30,i380,0,gf60
6981,11,d,10.01579309,i381,1,gf30
6982,12,b,9.43657589,i381,0,gf30
6983,13,d,13.4464879,i381,0,gf30
6984,36,,30,i377,0,gc
6985,14,b,16.88230801,i381,0,gf30
6986,37,b,19.99885893,i377,1,gc
6987,15,b,9.784687996,i381,0,gf30
6988,38,b,16.87669611,i377,1,gc
6989,29,b,21.17183805,i381,0,gf60
6990,39,a,16.925704,i377,0,gc
6991,30,b,11.29897189,i381,1,gf60
6992,40,a,7.569797039,i377,0,gc
6993,1,10.51817894,67.74460101,i378,1,gv
6994,41,b,5.522875071,i377,1,gc
6995,42,b,7.982013941,i377,0,gc
6996,31,c,15.90316606,i381,0,gf60
6997,43,c,5.961457968,i377,1,gc
6998,2,4.919080019,17.16142201,i378,0,gv
6999,32,b,8.298141956,i381,1,gf60
7000,44,a,6.955898046,i377,0,gc
7001,33,e,7.201451063,i381,0,gf60
7002,45,c,5.463489056,i377,0,gc
7003,1,b,4.198028088,i381,1,gf30
7004,46,b,5.808687925,i377,1,gc
7005,2,b,3.182707071,i381,1,gf30
7006,3,d,4.0124681,i381,1,gf30
7007,48,a,5.684957981,i377,1,gc
7008,49,b,4.581217051,i377,0,gc
7009,3,4.631051064,26.47219491,i378,0,gv
7010,4,a,7.399487972,i381,1,gf30
7011,50,a,5.642756939,i377,1,gc
7012,5,c,5.231089115,i381,0,gf30
7013,51,c,11.80632496,i377,1,gc
7014,4,2.941533089,22.18919301,i378,1,gv
7015,53,a,8.37302494,i377,1,gc
7016,6,d,20.77227402,i381,0,gf30
7017,54,d,7.858350039,i377,0,gc
7018,21,2.68697691,8.52915597,i378,1,gv
7019,7,a,4.954559088,i381,1,gf30
7020,55,a,6.289726019,i377,0,gc
7021,8,a,7.385134935,i381,0,gf30
7022,56,a,6.164242983,i377,0,gc
7023,22,same,14.59848499,i378,1,gv
7024,9,a,9.166739941,i381,0,gf30
7025,57,d,7.728298903,i377,0,gc
7026,23,different,8.605226994,i378,1,gv
7027,10,a,8.169856071,i381,0,gf30
7028,58,d,7.035157919,i377,1,gc
7029,16,5.664459944,5.969227076,i381,0,gf30
7030,24,different,10.25732207,i378,1,gv
7031,59,d,7.173702002,i377,0,gc
7032,17,9.645787001,5.407398939,i381,0,gf30
7033,60,d,7.642633915,i377,0,gc
7034,18,d,7.131999969,i381,1,gf60
7035,25,same,10.61977005,i378,1,gv
7036,19,b,7.630599976,i381,1,gf60
7037,62,a,10.13835096,i377,1,gc
7038,20,b,7.530028105,i381,1,gf60
7039,63,c,7.153474092,i377,1,gc
7040,26,different,18.23277903,i378,0,gv
7041,21,e,8.138360023,i381,0,gf60
7042,64,b,7.68313694,i377,0,gc
7043,22,e,9.44570303,i381,0,gf60
7044,27,same,13.06081605,i378,0,gv
7045,65,d,9.914350986,i377,0,gc
7046,66,b,8.80886507,i377,0,gc
7047,4,b,5.293499947,i377,1,gc
7048,23,d,16.02250099,i381,0,gf60
7049,5,c,3.947995901,i377,1,gc
7050,6,d,4.008346081,i377,1,gc
7051,24,c,5.267601967,i381,1,gf60
7052,28,different,21.2113421,i378,1,gv
7053,7,c,3.325086117,i377,1,gc
7054,25,c,4.257427931,i381,0,gf60
7055,8,a,3.76850009,i377,1,gc
7056,26,c,4.076175928,i381,0,gf60
7057,9,a,4.563951015,i377,1,gc
7058,10,a,5.168174982,i377,1,gc
7059,27,b,6.790039063,i381,0,gf60
7060,29,same,16.63699889,i378,1,gv
7061,11,c,4.109328032,i377,1,gc
7062,12,a,3.61352396,i377,1,gc
7063,28,f,9.051139116,i381,0,gf60
7064,13,a,6.622731924,i377,1,gc
7065,37,c,7.70342207,i381,0,gf30
7066,14,a,5.91622591,i377,1,gc
7067,45,d,3.403995991,i381,0,gf30
7068,30,different,19.33474588,i378,0,gv
7069,78,f,4.422599077,i381,0,gf30
7070,58,f,4.23684907,i381,0,gf30
7071,31,same,6.151388884,i378,0,gv
7072,15,c,12.56154108,i377,1,gc
7073,16,d,5.253108025,i377,1,gc
7074,41,a,10.11649203,i381,0,gf30
7075,17,b,4.084806919,i377,1,gc
7076,32,same,12.82124591,i378,1,gv
7077,47,b,4.188097954,i381,1,gf30
7078,18,d,2.840065002,i377,1,gc
7079,49,a,5.192563057,i381,1,gf30
7080,19,a,5.354268074,i377,1,gc
7081,33,different,11.02277994,i378,0,gv
7082,21,b,5.250653028,i377,1,gc
7083,76,b,7.923017979,i381,0,gf30
7084,22,a,4.077235937,i377,1,gc
7085,34,same,5.774468899,i378,1,gv
7086,59,f,3.923285961,i381,1,gf30
7087,23,d,4.638439894,i377,1,gc
7088,24,a,3.55143404,i377,1,gc
7089,25,a,4.235703945,i377,1,gc
7090,64,d,6.372067928,i381,0,gf30
7091,35,different,13.79939008,i378,1,gv
7092,36,same,5.283215046,i378,0,gv
7093,26,d,8.403419971,i377,1,gc
7094,53,a,9.919734001,i381,0,gf30
7095,27,b,4.79561305,i377,1,gc
7096,28,b,4.92199707,i377,1,gc
7097,37,same,10.51996994,i378,1,gv
7098,67,c,9.458775043,i381,0,gf30
7099,29,d,5.398863077,i377,1,gc
7100,54,b,6.610018969,i381,1,gf30
7101,30,b,6.310566902,i377,1,gc
7102,38,different,9.568555117,i378,1,gv
7103,68,f,5.560745955,i381,0,gf30
7104,31,b,6.732481956,i377,1,gc
7105,77,d,3.99476099,i381,0,gf30
7106,32,d,4.397382975,i377,1,gc
7107,52,a,7.417712927,i381,0,gf30
7108,39,different,13.7778151,i378,0,gv
7109,33,b,7.136358976,i377,0,gc
7110,46,c,3.9123559,i381,0,gf30
7111,42,d,7.279102087,i381,1,gf30
7112,40,same,10.83619404,i378,0,gv
7113,34,d,7.729031086,i377,1,gc
7114,74,d,3.877707958,i381,0,gf30
7115,41,different,7.240576982,i378,0,gv
7116,63,c,5.169323921,i381,0,gf30
7117,78,d,10.38593411,i377,0,gc
7118,75,a,3.559295893,i381,1,gf30
7119,42,different,5.856048107,i378,1,gv
7120,81,b,4.690079927,i377,0,gc
7121,43,same,5.987533092,i378,1,gv
7122,69,b,7.678755999,i381,0,gf30
